client id,client type,first name,last name,date of birth,gender,country,region,acquisition purpose,satisfaction score,loan applied,referral channel,age,Cluster
C0623,1,Jonathan,Adams,1986-04-27,M,USA,Florida,1,3,1,Client,40,0
C0624,1,Carl,Jordan,2000-09-02,M,USA,Nevada,1,3,0,Agency,26,0
C0625,1,Deborah,Hayes,1983-07-08,F,Belgium,Flanders,1,2,1,Agency,43,0
C0626,1,Sara,Jones,1968-06-13,F,Germany,Hamburg,1,2,0,Website,58,2
C0627,1,Katherine,Johnson,2000-11-07,F,USA,Arizona,0,3,0,Agency,26,0
C0628,1,Arthur,Campbell,1985-05-16,M,Canada,British Columbia,0,3,1,Agency,41,0
C0629,1,Maria,Richardson,2046-07-09,F,USA,California,1,2,0,Agency,-20,1
C0630,1,Stephen,Roberts,1965-07-28,M,USA,California,0,2,0,Website,61,2
C0631,1,Dorothy,Flores,2066-12-11,F,USA,California,0,5,0,Website,-40,3
C0632,1,Thomas,Nelson,1948-05-16,M,UK,Northern Ireland,0,4,0,Website,78,2
C0633,1,Ann,Owens,2041-05-12,F,USA,Nevada,0,3,0,Agency,-15,1
C0634,1,Justin,Ward,1980-11-17,M,USA,Washington,1,4,1,Website,46,0
C0635,1,Kimberly,King,1960-06-14,F,UK,Scotland,1,5,0,Website,66,2
C0636,1,Kathleen,Rogers,1980-11-10,F,France,Brittany,0,5,0,Website,46,0
C0637,1,Catherine,Stone,1967-08-14,F,USA,California,0,2,0,Website,59,2
C0638,1,Jason,King,2075-02-04,M,USA,Ohio,0,5,1,Website,-49,3
C0639,1,Mark,Campbell,2061-03-03,M,UK,Scotland,0,3,1,Website,-35,3
C0640,1,Emily,Thompson,2067-03-01,F,USA,Utah,0,3,0,Agency,-41,3
C0641,0,Zynex,Co,1994-02-26,M,USA,Arizona,0,2,0,Agency,32,0
C0642,1,Julia,Reyes,1967-11-21,F,USA,California,0,4,0,Website,59,2
C0643,1,Samantha,Richardson,2074-05-05,F,USA,California,0,5,0,Website,-48,3
C0644,1,Teresa,Johnson,1956-08-25,F,USA,California,0,4,1,Agency,70,2
C0645,1,Arthur,Cox,1988-07-18,M,USA,Nevada,0,2,0,Client,38,0
C0646,1,Cynthia,Campbell,1995-07-21,F,USA,Arizona,1,5,0,Agency,31,0
C0647,1,Victoria,Green,2046-02-06,F,USA,California,0,4,0,Agency,-20,1
C0648,1,Stephanie,Reed,1999-03-02,F,USA,California,0,1,1,Website,27,0
C0649,1,Patricia,Mitchell,1995-03-01,F,USA,California,0,4,0,Agency,31,0
C0650,0,Polaris,Co,1976-02-19,M,France,Occitanie,0,3,1,Client,50,0
C0651,0,Horizon,Co,1993-01-14,M,USA,Washington,0,1,0,Agency,33,0
C0652,1,Heather,Johnson,1993-12-08,F,USA,Washington,0,2,0,Website,33,0
C0653,1,Gerald,Adams,1970-07-22,M,USA,Ohio,0,2,0,Client,56,2
C0654,1,Eric,Griffin,2060-05-07,M,USA,New York,0,2,1,Website,-34,3
C0655,1,Patricia,King,1950-05-19,F,USA,Nevada,0,1,1,Agency,76,2
C0656,1,Amber,Allen,1977-02-08,F,USA,Colorado,0,5,0,Client,49,0
C0657,1,Alexander,Allen,1956-09-26,M,USA,California,0,2,0,Agency,70,2
C0658,1,Kelly,Green,1999-12-13,F,USA,Virginia,0,3,1,Agency,27,0
C0659,1,Sara,Foster,1988-10-06,F,USA,California,0,4,1,Agency,38,0
C0660,1,Charles,Kim,1991-08-10,M,USA,Arizona,0,4,1,Client,35,0
C0661,1,Deborah,Williams,1961-06-25,F,Canada,Manitoba,0,3,0,Website,65,2
C0662,1,Stephanie,Kim,1957-08-25,F,USA,California,1,3,0,Website,69,2
C0663,1,Anthony,Flores,2058-02-02,M,USA,California,0,2,1,Agency,-32,3
C0664,1,Lawrence,Wood,1958-08-17,M,Canada,Alberta,1,5,1,Website,68,2
C0665,1,Robert,Adams,1959-08-27,M,USA,Colorado,1,1,0,Agency,67,2
C0666,1,Maria,Davis,2048-10-09,F,USA,California,1,1,0,Website,-22,1
C0667,1,Anthony,Mitchell,2066-07-07,M,USA,Arizona,1,2,0,Agency,-40,3
C0668,1,Margaret,Peterson,1978-11-15,F,France,Ile-de-France,1,4,1,Website,48,0
C0669,1,Cheryl,Bell,1958-03-18,F,Canada,British Columbia,0,3,0,Agency,68,2
C0670,0,Altira,Co,1976-06-18,M,USA,Nevada,1,4,0,Website,50,0
C0671,1,Jerry,Pierce,2041-12-09,M,USA,Colorado,0,4,1,Client,-15,1
C0672,1,Amber,Williams,2067-03-10,F,USA,California,0,2,0,Website,-41,3
C0673,1,Janice,Hayes,1965-10-19,F,USA,California,0,4,0,Website,61,2
C0674,1,Judy,Turner,1986-05-26,F,USA,California,1,4,0,Website,40,0
C0675,1,Andrea,Wright,1969-12-23,F,USA,Texas,0,5,0,Website,57,2
C0676,1,Lisa,Davis,2042-06-12,F,USA,Nevada,0,2,0,Agency,-16,1
C0677,1,Jerry,Miller,1981-09-02,M,USA,Arizona,1,2,0,Agency,45,0
C0678,1,Joseph,Watson,1972-10-19,M,USA,California,0,4,1,Website,54,0
C0679,1,Lisa,Patterson,2064-12-02,F,USA,Nevada,0,1,0,Agency,-38,3
C0680,1,Andrew,Griffin,1965-04-16,M,USA,Utah,1,2,0,Agency,61,2
C0681,0,Helios,Co,1977-04-25,F,USA,California,0,3,0,Agency,49,0
C0682,1,Donald,Bennett,2073-06-12,M,USA,California,0,5,0,Website,-47,3
C0683,1,Patrick,Jordan,1948-08-20,M,USA,Colorado,0,2,1,Agency,78,2
C0684,1,Donald,Miller,1985-10-05,M,USA,California,0,1,0,Agency,41,0
C0685,1,Sharon,Hansen,1987-04-18,F,USA,Washington,0,5,0,Agency,39,0
C0686,1,Michael,Howard,1963-11-17,M,USA,California,0,1,1,Website,63,2
C0687,1,Susan,Long,2059-01-03,F,USA,Utah,0,3,1,Website,-33,3
C0688,1,Kathleen,Howard,2068-12-04,F,USA,Colorado,1,5,1,Website,-42,3
C0689,1,Ann,Williams,1998-04-17,F,USA,California,0,4,0,Website,28,0
C0690,1,Janet,Stewart,1985-09-09,F,USA,Oregon,0,4,1,Agency,41,0
C0691,1,Kenneth,Bell,1943-07-22,M,USA,California,1,4,0,Agency,83,2
C0692,1,Adam,Roberts,1964-03-14,M,USA,Georgia,1,3,0,Agency,62,2
C0693,1,Jesse,Chavez,1957-04-28,M,USA,California,1,5,1,Agency,69,2
C0694,0,Sterling,Co,1989-07-13,M,UK,Scotland,1,2,0,Website,37,0
C0695,1,Timothy,Rogers,1947-03-24,M,USA,Washington,0,4,0,Website,79,2
C0696,1,Carol,Green,1994-03-06,F,USA,Washington,1,5,1,Agency,32,0
C0697,1,Bryan,Mitchell,1986-11-01,M,USA,California,1,4,1,Agency,40,0
C0698,1,Maria,Scott,1946-07-16,F,USA,California,0,2,1,Website,80,2
C0699,1,Stephen,Bennett,1986-12-22,M,USA,Washington,0,1,1,Agency,40,0
C0700,1,Christine,Sanders,1944-04-14,F,USA,Washington,0,5,0,Website,82,2
C0701,1,Danielle,Peterson,1962-09-17,F,UK,England,1,1,0,Website,64,2
C0702,1,Nicholas,Flores,1966-07-24,M,USA,Arizona,0,5,0,Agency,60,2
C0703,0,Elara,Co,1984-05-15,M,USA,Colorado,0,3,0,Website,42,0
C0704,1,Nicole,Jordan,1942-01-23,F,USA,Georgia,0,4,0,Agency,84,2
C0705,1,Timothy,Murray,1940-12-18,M,USA,Nevada,0,3,0,Website,86,2
C0706,1,Kyle,Thomas,1984-06-23,M,UK,England,1,2,0,Client,42,0
C0707,1,Zachary,Richardson,1995-09-23,M,USA,Virginia,0,5,1,Website,31,0
C0708,1,Brian,Cook,1964-11-28,M,USA,California,0,2,0,Client,62,2
C0709,1,Samantha,Price,1982-11-06,F,USA,Georgia,0,2,1,Agency,44,0
C0710,1,Kyle,Bryant,1946-08-18,M,USA,Oregon,0,2,1,Agency,80,2
C0711,1,Victoria,Hughes,1995-10-20,F,USA,California,1,3,0,Agency,31,0
C0712,1,Joseph,Scott,1991-01-21,M,USA,California,0,1,0,Agency,35,0
C0713,1,Debra,Thomas,1997-02-14,F,USA,California,1,3,0,Agency,29,0
C0714,1,Kyle,Murray,1977-01-03,M,Russia,Saint Petersburg,0,3,0,Website,49,0
C0715,1,Janice,Wilson,1982-08-05,F,USA,Utah,0,3,0,Website,44,0
C0716,1,Jordan,Davis,1994-10-24,M,UK,Northern Ireland,0,1,0,Client,32,0
C0717,1,Virginia,Weaver,2046-06-09,F,USA,Arizona,1,3,1,Agency,-20,1
C0718,1,Martha,Scott,2044-10-08,F,France,Ile-de-France,0,2,1,Website,-18,1
C0719,1,Jason,Jordan,2074-07-02,M,USA,California,1,2,1,Agency,-48,3
C0720,1,Shirley,Wilson,1981-05-17,F,USA,California,1,1,1,Agency,45,0
C0721,1,Julia,Jordan,1999-03-07,F,USA,Florida,0,4,0,Website,27,0
C0722,1,Carol,Sanders,2043-09-11,F,USA,Texas,0,1,0,Website,-17,1
C0723,1,Ann,Hansen,1999-04-19,F,Germany,North Rhine-Westphalia,0,3,1,Website,27,0
C0724,1,Samuel,Howard,1960-09-27,M,USA,Arizona,1,4,1,Agency,66,2
C0725,1,Katherine,Jones,1983-07-03,F,USA,New York,0,3,0,Website,43,0
C0726,1,Melissa,Harris,1977-01-25,F,USA,Georgia,0,4,0,Website,49,0
C0727,1,Ronald,Bell,1941-08-24,M,USA,California,1,3,1,Client,85,2
C0728,1,Jason,Jones,1971-07-23,M,USA,California,0,3,1,Agency,55,0
C0729,1,Raymond,Long,2044-01-04,M,USA,Washington,1,3,1,Agency,-18,1
C0730,1,Gregory,Baker,1988-05-09,M,USA,California,1,4,0,Website,38,0
C0731,1,Larry,Harris,2000-10-18,M,USA,California,0,5,0,Agency,26,0
C0732,1,Justin,Peterson,1985-03-03,M,USA,Oregon,0,5,0,Website,41,0
C0733,1,Susan,White,1976-01-03,F,USA,Nevada,0,5,0,Agency,50,0
C0734,1,Danielle,Ward,1981-06-27,F,USA,Virginia,1,5,1,Client,45,0
C0735,1,Matthew,Long,1994-08-10,M,Germany,Hesse,1,4,0,Website,32,0
C0736,1,Jordan,Campbell,1942-06-13,M,USA,Utah,1,3,0,Agency,84,2
C0737,1,Harold,Harris,1978-08-15,M,USA,California,1,3,0,Agency,48,0
C0738,1,Jose,White,1980-09-21,M,USA,Texas,0,5,0,Website,46,0
C0739,1,Albert,Turner,1965-03-16,M,USA,California,0,2,0,Agency,61,2
C0740,1,Julia,Bell,2066-12-08,F,USA,Utah,1,1,0,Client,-40,3
C0741,1,Sandra,Stone,2062-08-11,F,USA,California,0,2,0,Website,-36,3
C0742,1,Bryan,Howard,1980-08-21,M,UK,Wales,0,1,1,Website,46,0
C0743,1,Joshua,Allen,2072-09-10,M,USA,Oregon,1,4,1,Website,-46,3
C0744,1,Helen,Morales,2050-11-10,F,USA,Virginia,0,1,0,Website,-24,1
C0745,1,Emily,Collins,1997-06-18,F,USA,California,1,5,0,Website,29,0
C0746,1,Gary,Reyes,1956-10-13,M,UK,Scotland,0,4,0,Website,70,2
C0747,1,George,Patterson,1992-04-18,M,USA,Florida,0,4,1,Website,34,0
C0748,0,Vantage,Co,2074-03-05,F,USA,California,0,1,1,Client,-48,3
C0749,1,Dorothy,Anderson,1992-11-26,F,USA,New York,0,5,0,Agency,34,0
C0750,1,Janice,Price,1976-06-08,F,USA,Nevada,1,1,0,Agency,50,0
C0751,1,Keith,Parker,1974-09-19,M,USA,California,0,5,0,Client,52,0
C0752,1,Lisa,Young,1954-12-17,F,Belgium,Brussels,1,3,0,Agency,72,2
C0753,1,Nicholas,Patterson,1960-12-22,M,Germany,Hamburg,0,5,0,Website,66,2
C0754,1,Teresa,Johnson,1970-08-17,F,USA,Arizona,1,3,0,Website,56,2
C0755,0,Celera,Co,1967-12-23,F,USA,California,0,5,0,Website,59,2
C0756,1,Jessica,Patterson,1963-03-19,F,USA,Utah,0,5,1,Website,63,2
C0757,1,Keith,Taylor,2046-05-09,M,USA,Oregon,0,3,1,Website,-20,1
C0758,1,Joe,Allen,2058-08-12,M,USA,California,1,2,0,Website,-32,3
C0759,1,Samuel,Anderson,1991-10-27,M,USA,Florida,0,4,0,Website,35,0
C0760,1,Amanda,Adams,1964-12-27,F,USA,California,1,3,0,Website,62,2
C0761,1,Joyce,Patterson,1981-08-24,F,Belgium,Flanders,0,2,0,Agency,45,0
C0762,1,Anna,Young,2067-07-01,F,USA,Ohio,0,4,0,Website,-41,3
C0763,0,Summit,Co,1971-07-18,F,USA,Georgia,0,3,0,Agency,55,0
C0764,1,Debra,Parker,1983-02-09,F,UK,Northern Ireland,1,4,0,Client,43,0
C0765,1,Joe,Green,1967-06-22,M,France,Brittany,0,3,0,Website,59,2
C0766,1,Robert,Bennett,1994-09-04,M,Germany,North Rhine-Westphalia,0,3,1,Client,32,0
C0767,1,David,Brown,2061-02-02,M,Canada,British Columbia,1,2,0,Agency,-35,3
C0768,1,Matthew,Weaver,1992-07-22,M,Denmark,Southern Denmark,1,5,1,Website,34,0
C0769,1,Nicole,Long,1958-02-21,F,USA,Ohio,0,4,0,Agency,68,2
C0770,1,Shirley,Hall,2051-02-09,F,Russia,Krasnodar Krai,0,4,0,Website,-25,1
C0771,0,Quasar,Co,1984-06-09,M,USA,California,0,1,0,Website,42,0
C0772,1,Ethan,White,1991-09-25,M,USA,California,1,1,0,Client,35,0
C0773,1,Christopher,Taylor,2064-12-09,M,Russia,Saint Petersburg,0,1,0,Website,-38,3
C0774,1,David,Wood,1983-03-23,M,USA,Georgia,0,5,1,Agency,43,0
C0775,1,Andrea,Reyes,1975-12-25,F,USA,Arizona,0,1,0,Agency,51,0
C0776,1,Ashley,Morales,2066-06-11,F,Germany,Bavaria,0,4,1,Agency,-40,3
C0777,0,Meridian,Co,1982-05-15,M,USA,Arizona,0,1,0,Client,44,0
C0778,1,George,Pierce,1998-07-22,M,USA,California,1,4,1,Agency,28,0
C0779,1,Lisa,Hughes,2053-04-05,F,USA,California,0,5,1,Agency,-27,1
C0780,1,Martha,Hansen,2047-08-01,F,USA,California,0,3,0,Website,-21,1
C0781,1,Gerald,Sanders,1940-11-28,M,USA,California,1,5,1,Website,86,2
C0782,1,Ethan,Williams,2070-10-02,M,USA,Utah,1,2,1,Website,-44,3
C0783,1,Betty,Sanders,1961-03-27,F,Canada,Alberta,0,1,1,Agency,65,2
C0784,1,Charles,Baker,1973-06-26,M,Mexico,Baja California,1,4,0,Website,53,0
C0785,0,Rexon,Co,1971-03-27,F,USA,California,0,2,0,Website,55,0
C0786,1,Sarah,Martin,1983-03-25,F,USA,California,1,3,0,Website,43,0
C0787,1,Andrew,Jackson,1950-11-20,M,USA,Washington,0,1,0,Website,76,2
C0788,1,Matthew,Stone,1944-05-14,M,France,Brittany,1,4,0,Website,82,2
C0789,1,Madison,Price,2074-04-06,F,Canada,Ontario,1,1,0,Website,-48,3
C0790,1,Brandon,Cooper,1974-01-18,M,USA,California,0,5,1,Agency,52,0
C0791,1,Walter,Adams,1983-01-07,M,USA,Texas,0,4,0,Website,43,0
C0792,1,Joseph,Richardson,1982-04-14,M,USA,California,1,4,1,Website,44,0
C0793,1,Kevin,Brown,2069-09-04,M,USA,New York,0,4,0,Agency,-43,3
C0794,1,Gregory,Mitchell,2051-02-11,M,USA,California,0,4,1,Website,-25,1
C0795,1,Harold,Murray,1969-01-14,M,USA,California,1,4,1,Website,57,2
C0796,1,Stephanie,Ward,1983-04-11,F,USA,California,1,5,1,Website,43,0
C0797,1,Joan,Gray,1990-06-08,F,USA,Oregon,0,5,1,Agency,36,0
C0798,0,Novex,Co,1965-10-21,M,USA,Nevada,0,4,1,Agency,61,2
C0799,1,Pamela,Johnson,1954-07-24,F,USA,California,0,4,0,Website,72,2
C0800,1,Lawrence,Smith,2074-01-02,M,USA,Virginia,1,5,1,Website,-48,3
C0801,1,Betty,Price,2069-04-03,F,USA,Washington,0,4,1,Website,-43,3
C0802,1,Matthew,Williams,2070-11-10,M,USA,Virginia,0,5,0,Agency,-44,3
C0803,1,Evelyn,Moore,1945-12-13,F,USA,Texas,0,4,0,Agency,81,2
C0804,1,Tyler,Cook,2067-01-10,M,USA,Washington,0,5,0,Agency,-41,3
C0805,1,Albert,Cook,1953-01-17,M,Germany,Berlin,0,1,1,Website,73,2
C0806,1,Jack,Richardson,1989-11-18,M,France,Ile-de-France,0,5,0,Client,37,0
C0807,1,Amy,Chavez,1993-11-16,F,Mexico,Mexico City,1,5,0,Website,33,0
C0808,1,Gregory,Ward,1943-05-17,M,Germany,Berlin,0,3,1,Website,83,2
C0809,1,Hannah,Alexander,1967-02-16,F,France,Occitanie,0,5,1,Agency,59,2
C0810,1,Ronald,Sanders,1995-02-13,M,USA,California,0,1,1,Website,31,0
C0811,1,Carl,Allen,1945-04-17,M,UK,Wales,0,3,0,Agency,81,2
C0812,1,Harold,Cooper,1974-08-24,M,UK,Northern Ireland,0,3,1,Website,52,0
C0813,1,Gerald,Cook,2074-10-11,M,UK,Scotland,1,3,0,Agency,-48,3
C0814,1,Joan,Stewart,1964-03-26,F,USA,California,0,2,0,Website,62,2
C0815,0,Horizon,Co,2065-11-06,F,USA,Nevada,0,4,1,Agency,-39,3
C0816,1,Deborah,Wright,1947-12-23,F,Germany,Hamburg,0,2,1,Website,79,2
C0817,1,Grace,Thompson,2072-05-12,F,USA,California,1,1,0,Website,-46,3
C0818,0,Sterling,Co,1991-09-08,F,USA,Colorado,0,2,0,Website,35,0
C0819,1,Jose,Bryant,1951-03-15,M,USA,California,0,5,0,Website,75,2
C0820,1,Judith,Collins,1940-10-22,F,USA,Texas,1,4,0,Agency,86,2
C0821,1,Elizabeth,Moore,2057-09-04,F,USA,California,0,5,1,Agency,-31,1
C0822,1,Jessica,Weaver,1959-04-19,F,USA,California,1,3,1,Website,67,2
C0823,1,Nancy,Hayes,1975-04-16,F,USA,Oregon,1,5,1,Agency,51,0
C0824,1,Douglas,Cox,1976-06-01,M,USA,California,0,3,0,Agency,50,0
C0825,1,Ruth,Hughes,1982-03-26,F,Mexico,Nuevo Leon,0,4,1,Agency,44,0
C0826,1,Jason,Stewart,2070-09-11,M,USA,Ohio,1,4,1,Website,-44,3
C0827,1,Ruth,Wright,1965-08-23,F,USA,Washington,0,2,1,Website,61,2
C0828,1,Elizabeth,Stewart,2047-10-10,F,USA,Arizona,1,4,1,Website,-21,1
C0829,1,Jonathan,Stewart,1960-11-16,M,USA,Utah,1,3,0,Website,66,2
C0830,1,William,Martin,1952-05-16,M,USA,Oregon,1,3,0,Agency,74,2
C0831,1,Judith,Martin,1977-09-24,F,USA,California,0,2,0,Website,49,0
C0832,1,Dorothy,Ward,1990-01-09,F,USA,Nevada,1,3,1,Website,36,0
C0833,1,Roger,Green,2051-11-06,M,Denmark,Southern Denmark,0,5,0,Website,-25,1
C0834,1,Helen,Parker,1957-12-23,F,USA,California,0,5,0,Website,69,2
C0835,1,Maria,Foster,2074-06-06,F,USA,California,0,5,1,Website,-48,3
C0836,1,Adam,Sanders,2042-02-04,M,USA,Ohio,0,4,0,Website,-16,1
C0837,1,Peter,Montgomery,2067-06-06,M,France,Brittany,0,1,0,Website,-41,3
C0838,1,Jacob,Morris,1992-04-05,M,USA,Nevada,1,1,1,Website,34,0
C0839,1,Elizabeth,Baker,1994-01-26,F,UK,England,0,5,1,Agency,32,0
C0840,1,Elizabeth,Wilson,1981-11-01,F,Belgium,Brussels,0,1,0,Website,45,0
C0841,1,Timothy,Cooper,1999-02-05,M,Belgium,Wallonia,0,5,0,Website,27,0
C0842,1,Keith,Morales,1996-02-27,M,USA,Washington,0,5,1,Client,30,0
C0843,1,Amanda,Hansen,2000-12-04,F,USA,Georgia,0,4,0,Agency,26,0
C0844,1,Margaret,Scott,1947-06-13,F,USA,California,0,2,0,Website,79,2
C0845,1,Ashley,Long,1993-09-05,F,USA,Washington,0,3,0,Client,33,0
C0846,1,Martha,Harris,1976-05-15,F,Canada,Quebec,1,3,0,Agency,50,0
C0847,1,Nicole,James,1988-02-27,F,USA,Utah,0,2,1,Agency,38,0
C0848,1,Aaron,Hughes,1967-11-22,M,USA,California,0,4,0,Agency,59,2
C0849,1,Brian,Wilson,1977-04-11,M,USA,Oregon,0,1,1,Website,49,0
C0850,1,Judy,Stone,1983-11-13,F,USA,Colorado,1,5,0,Agency,43,0
C0851,1,Kyle,White,1993-05-16,M,USA,California,1,2,1,Website,33,0
C0852,1,Carl,Brown,1989-07-20,M,Germany,North Rhine-Westphalia,0,2,0,Agency,37,0
C0853,1,Gerald,Bryant,2050-08-07,M,USA,Utah,0,4,0,Website,-24,1
C0854,1,David,Reyes,1944-02-13,M,USA,California,0,4,0,Website,82,2
C0855,1,Amanda,Foster,2073-03-10,F,Australia,Queensland,0,4,0,Website,-47,3
C0856,1,Janice,Chavez,1964-08-16,F,USA,Florida,0,5,1,Website,62,2
C0857,1,Danielle,Ward,2051-05-11,F,USA,California,1,1,1,Website,-25,1
C0858,1,Samuel,Howard,1994-07-12,M,USA,Nevada,0,1,0,Website,32,0
C0859,1,Megan,Anderson,2042-12-03,F,USA,California,0,2,1,Agency,-16,1
C0860,1,Virginia,Morales,2068-07-09,F,USA,Utah,0,5,1,Website,-42,3
C0861,1,Christine,Peterson,1994-08-04,F,France,Brittany,1,2,0,Agency,32,0
C0862,1,Amanda,Jordan,1981-06-14,F,USA,Colorado,1,1,0,Website,45,0
C0863,1,Brandon,Peterson,1975-04-20,M,Belgium,Wallonia,0,5,1,Agency,51,0
C0864,1,Noah,Kim,2070-07-07,M,USA,Texas,0,3,0,Website,-44,3
C0865,1,Rebecca,Gray,1975-05-20,F,USA,Colorado,1,5,1,Website,51,0
C0866,1,Lawrence,Bryant,1987-11-27,M,Belgium,Brussels,0,3,0,Agency,39,0
C0867,1,Julia,Davis,2067-04-12,F,USA,California,0,2,0,Agency,-41,3
C0868,1,Victoria,Rogers,1945-02-21,F,USA,Florida,0,3,1,Agency,81,2
C0869,1,Jose,Roberts,1993-03-07,M,USA,California,0,4,0,Agency,33,0
C0870,0,Harmon,Co,2066-09-01,F,UK,Northern Ireland,0,2,1,Website,-40,3
C0871,1,Pamela,Pierce,1989-11-28,F,USA,Virginia,0,1,1,Website,37,0
C0872,1,Sarah,Bennett,1943-06-22,F,UK,England,0,4,0,Website,83,2
C0873,1,Gerald,Murray,2040-09-09,M,USA,New York,0,2,0,Website,-14,1
C0874,1,Debra,Murray,1953-07-26,F,Belgium,Flanders,1,2,0,Website,73,2
C0875,1,Jeffrey,Evans,2072-07-09,M,Canada,Manitoba,0,4,0,Website,-46,3
C0876,1,Benjamin,Chavez,1973-08-22,M,USA,California,0,3,0,Client,53,0
C0877,1,Jennifer,Weaver,1998-12-22,F,USA,Utah,1,2,1,Agency,28,0
C0878,1,Ashley,Hansen,1945-04-28,F,USA,Nevada,0,4,1,Website,81,2
C0879,1,Brandon,Adams,1945-03-15,M,UK,Northern Ireland,0,4,1,Website,81,2
C0880,1,Judith,Bennett,1941-06-23,F,USA,New York,0,2,0,Website,85,2
C0881,1,Ruth,Weaver,1954-09-24,F,USA,Colorado,1,1,0,Website,72,2
C0882,1,Peter,Moore,2000-07-07,M,UK,Wales,0,3,0,Website,26,0
C0883,1,Gerald,Thompson,1946-10-22,M,USA,Texas,0,4,0,Client,80,2
C0884,1,Joe,Reed,2049-05-07,M,USA,Nevada,0,2,0,Website,-23,1
C0885,1,Michael,Williams,1941-09-21,M,Canada,British Columbia,1,2,1,Agency,85,2
C0886,1,Joseph,Brooks,1961-07-20,M,USA,California,0,3,1,Agency,65,2
C0887,1,Joan,Bryant,1993-04-23,F,USA,California,0,3,0,Agency,33,0
C0888,1,Sharon,Montgomery,1987-05-24,F,Germany,Berlin,0,4,1,Website,39,0
C0889,1,Scott,Campbell,1985-10-15,M,USA,Nevada,1,4,1,Website,41,0
C0890,1,Julie,Nelson,1955-07-23,F,USA,Virginia,1,3,1,Website,71,2
C0891,1,Raymond,Roberts,1970-06-20,M,Germany,North Rhine-Westphalia,1,1,1,Website,56,2
C0892,1,Helen,Watson,2058-06-05,F,USA,California,1,2,1,Website,-32,3
C0893,1,Evelyn,Thompson,1995-06-23,F,USA,Colorado,0,3,1,Website,31,0
C0894,1,Carl,Evans,1953-06-14,M,USA,Georgia,0,5,0,Website,73,2
C0895,1,Amanda,Rogers,1953-08-25,F,USA,Arizona,1,4,1,Website,73,2
C0896,1,Timothy,Jones,2070-05-06,M,France,Brittany,0,4,1,Agency,-44,3
C0897,1,Ann,Foster,2071-08-04,F,Australia,Victoria,0,1,0,Website,-45,3
C0898,1,Deborah,King,1953-09-27,F,USA,Arizona,1,5,1,Agency,73,2
C0899,0,Apex,Co,1988-06-26,F,USA,Washington,1,2,0,Website,38,0
C0900,1,Betty,Cook,1999-05-22,F,Germany,North Rhine-Westphalia,0,4,0,Agency,27,0
C0901,1,Gregory,Allen,1999-02-15,M,France,Brittany,1,4,0,Agency,27,0
C0902,0,Peerex,Co,2064-02-11,F,UK,Northern Ireland,0,3,1,Agency,-38,3
C0903,1,Christine,Morales,1992-04-28,F,USA,Texas,1,3,0,Website,34,0
C0904,1,Nancy,Brooks,1984-03-08,F,Russia,Saint Petersburg,0,1,1,Website,42,0
C0905,1,Emma,Allen,1993-05-16,F,USA,Virginia,0,5,1,Website,33,0
C0906,1,Jacqueline,Baker,1969-08-13,F,USA,California,1,5,0,Website,57,2
C0907,1,Danielle,Scott,1973-11-14,F,USA,California,0,3,0,Agency,53,0
C0908,1,Carl,Kim,1960-11-17,M,USA,California,0,4,1,Agency,66,2
C0909,1,Brandon,Turner,2067-07-10,M,USA,California,1,1,1,Agency,-41,3
C0910,1,Victoria,Jackson,1971-11-24,F,USA,Texas,0,3,1,Agency,55,0
C0911,1,Donald,Long,1989-03-27,M,USA,California,0,4,0,Website,37,0
C0912,1,Christina,Freeman,2049-05-11,F,USA,California,0,1,0,Agency,-23,1
C0913,1,Nathan,Hansen,1999-01-13,M,USA,California,0,4,0,Agency,27,0
C0914,1,Helen,Freeman,2048-10-12,F,France,Provence,1,4,0,Website,-22,1
C0915,1,Ronald,Harris,1948-01-23,M,USA,Florida,0,2,0,Agency,78,2
C0916,1,Nathan,Hansen,1988-02-10,M,Russia,Moscow Oblast,0,2,0,Website,38,0
C0917,1,Kenneth,Hughes,2069-08-01,M,USA,Arizona,0,2,1,Agency,-43,3
C0918,1,Susan,Cook,2000-02-21,F,Australia,Western Australia,0,4,0,Client,26,0
C0919,1,Barbara,Foster,1975-08-17,F,Canada,Quebec,1,5,0,Agency,51,0
C0920,1,Christian,Williams,2073-10-11,M,USA,California,0,4,0,Website,-47,3
C0921,1,Christina,Reyes,1999-03-10,F,Australia,New South Wales,0,4,0,Agency,27,0
C0922,1,Joe,Bell,1942-10-28,M,Australia,Victoria,1,4,1,Website,84,2
C0923,1,Ruth,Richardson,1950-08-26,F,USA,Oregon,0,3,0,Client,76,2
C0924,1,Emily,Wright,1988-03-20,F,USA,California,0,4,0,Website,38,0
C0925,1,Michael,Ward,2044-05-12,M,Germany,Hamburg,0,2,0,Website,-18,1
C0926,1,Lauren,Harris,2061-04-04,F,USA,California,0,3,0,Website,-35,3
C0927,1,Carol,Hayes,2062-11-04,F,France,Ile-de-France,0,4,0,Client,-36,3
C0928,1,Jordan,Jordan,1950-02-27,M,USA,California,0,1,1,Agency,76,2
C0929,1,Jack,Hall,1954-05-23,M,USA,Washington,0,4,0,Website,72,2
C0930,1,Debra,Moore,1993-04-15,F,USA,Washington,1,1,1,Agency,33,0
C0931,1,Daniel,Parker,1977-12-25,M,USA,Nevada,1,2,1,Client,49,0
C0932,1,Kathleen,Moore,1949-07-14,F,USA,New York,0,5,0,Website,77,2
