client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,Cluster
C1001,1,Aaron,Nelson,1981-07-13,M,9,8,0,-0.020520676644555657,0,Website,0.35541545310104683,1
C1002,1,Scott,Hughes,2067-06-08,M,9,8,0,1.3946984022903213,0,Website,-1.7744520799412518,2
C1003,1,Lauren,Bennett,1977-08-11,F,9,25,0,-0.7281302161119941,0,Website,0.4544790592890607,0
C1004,1,Alexander,Anderson,1982-09-17,M,9,37,0,-0.020520676644555657,1,Website,0.33064955155404335,1
C1005,1,Barbara,Chavez,1988-06-07,F,5,16,0,-0.020520676644555657,0,Client,0.1820541422720225,1
C1006,1,Stephanie,Weaver,1992-12-24,F,9,15,0,-1.4357397555794327,0,Website,0.08299053608400861,0
C1007,1,Joyce,Brooks,1948-10-25,F,8,12,0,0.6870888628228828,0,Agency,1.1726902041521614,1
C1008,0,Sterling,Co,1987-10-02,M,9,8,0,-0.7281302161119941,0,Website,0.20682004381902597,0
C1009,1,Evelyn,Bell,2050-02-11,F,9,25,1,0.6870888628228828,1,Agency,-1.3534317536421927,2
C1010,1,Dennis,Moore,2064-03-10,M,6,19,0,0.6870888628228828,0,Website,-1.7001543753002415,2
C1011,1,Virginia,Brooks,1952-12-18,F,9,8,1,-1.4357397555794327,0,Website,1.0736265979641475,0
C1012,1,Raymond,Morales,1960-10-20,M,9,27,0,0.6870888628228828,1,Website,0.8754993855881197,1
C1013,1,Stephanie,Patterson,1994-06-19,F,9,37,0,-1.4357397555794327,1,Website,0.03345873299000167,0
C1014,1,David,Weaver,2069-01-06,M,9,8,0,-0.020520676644555657,1,Website,-1.8239838830352588,3
C1015,1,Kyle,Davis,1977-09-01,M,9,8,0,0.6870888628228828,1,Website,0.4544790592890607,1
C1016,1,Andrea,Wilson,1976-04-05,F,9,8,0,0.6870888628228828,1,Agency,0.47924496083606416,1
C1017,1,Megan,Baker,1968-12-22,F,9,8,0,-1.4357397555794327,1,Agency,0.677372173212092,0
C1018,1,Tiffany,Turner,1967-06-19,F,9,11,0,1.3946984022903213,1,Client,0.7021380747590954,1
C1019,1,Carolyn,Stewart,1975-10-27,F,9,25,0,-0.7281302161119941,0,Client,0.5040108623830677,0
C1020,1,Deborah,Morales,1994-07-23,F,9,8,0,-0.020520676644555657,0,Agency,0.03345873299000167,1
C1021,1,Jeffrey,Bryant,2074-09-04,M,9,8,1,-1.4357397555794327,0,Client,-1.9478133907702762,3
C1022,1,Christina,King,1984-04-17,F,9,11,0,-1.4357397555794327,0,Agency,0.2811177484600364,0
C1023,1,Heather,Bell,1953-07-28,F,9,25,0,-1.4357397555794327,1,Website,1.048860696417144,0
C1024,1,Gregory,Long,2069-08-03,M,9,1,1,-0.7281302161119941,0,Agency,-1.8239838830352588,3
C1025,1,Michelle,King,1947-01-20,F,9,8,0,-1.4357397555794327,0,Client,1.1974561056991648,0
C1026,1,Robert,Parker,1991-08-12,M,9,8,1,-1.4357397555794327,0,Agency,0.10775643763101209,0
C1027,1,Gerald,White,1976-12-10,M,9,8,1,-1.4357397555794327,1,Client,0.47924496083606416,0
C1028,1,Nicholas,Cox,2042-04-07,M,9,8,0,-1.4357397555794327,1,Website,-1.155304541266165,3
C1029,1,Ryan,Jackson,2049-11-06,M,0,49,0,-1.4357397555794327,0,Agency,-1.3286658520951893,3
C1030,1,Christine,Owens,1960-04-20,F,9,35,0,0.6870888628228828,0,Website,0.8754993855881197,1
C1031,1,Alexander,Reed,1989-01-13,M,8,12,0,-1.4357397555794327,0,Website,0.15728824072501904,0
C1032,1,Larry,Freeman,1977-01-03,M,9,25,0,1.3946984022903213,0,Website,0.4544790592890607,1
C1033,1,Eric,Jackson,1962-06-21,M,4,18,0,-0.7281302161119941,0,Website,0.8259675824941127,0
C1034,1,Andrea,Wilson,1979-01-20,F,9,11,0,1.3946984022903213,0,Client,0.40494725619505373,1
C1035,1,Jacob,Williams,2061-02-10,M,9,50,0,-0.7281302161119941,0,Website,-1.625856670659231,3
C1036,1,Martha,Collins,1988-03-13,F,9,37,0,-0.7281302161119941,0,Agency,0.1820541422720225,0
C1037,0,Corvus,Co,2070-01-02,M,6,2,0,-0.7281302161119941,1,Website,-1.8487497845822622,3
C1038,1,Gerald,Gray,1959-05-25,M,9,8,1,-0.020520676644555657,0,Website,0.9002652871351232,1
C1039,1,Nicholas,Carter,1962-07-17,M,9,8,0,-1.4357397555794327,1,Agency,0.8259675824941127,0
C1040,1,Joseph,Young,2040-04-05,M,9,8,1,1.3946984022903213,1,Website,-1.105772738172158,2
C1041,1,Evelyn,Morris,1990-12-07,F,9,25,0,1.3946984022903213,1,Website,0.13252233917801556,1
C1042,1,Rebecca,Parker,2045-08-03,F,9,25,0,-0.7281302161119941,0,Agency,-1.2296022459071754,3
C1043,1,Carol,Griffin,1999-07-14,F,9,53,0,1.3946984022903213,0,Website,-0.09037077474501569,1
C1044,1,Eric,Howard,1971-05-15,M,9,25,1,1.3946984022903213,0,Website,0.6030744685710815,1
C1045,1,Rebecca,Allen,2042-04-01,F,9,27,0,-0.020520676644555657,0,Website,-1.155304541266165,3
C1046,1,Maria,Wood,1969-05-21,F,2,40,0,0.6870888628228828,1,Website,0.6526062716650884,1
C1047,1,Ronald,Reyes,1984-12-12,M,9,50,0,-0.020520676644555657,0,Website,0.2811177484600364,1
C1048,1,Angela,Turner,1970-01-27,F,9,37,1,-1.4357397555794327,0,Agency,0.627840370118085,0
C1049,1,Tiffany,Sanders,2040-11-05,F,9,8,1,1.3946984022903213,0,Website,-1.105772738172158,2
C1050,1,Tyler,Watson,2055-10-03,M,9,15,0,0.6870888628228828,1,Website,-1.47726126137721,2
C1051,1,Cheryl,Hansen,1958-07-19,F,9,50,0,-1.4357397555794327,1,Agency,0.9250311886821266,0
C1052,1,Kimberly,Parker,1953-04-24,F,9,48,0,-1.4357397555794327,1,Agency,1.048860696417144,0
C1053,1,Adam,Kim,2074-11-10,M,6,33,0,-0.7281302161119941,1,Website,-1.9478133907702762,3
C1054,1,Edward,Foster,1989-09-04,M,9,1,0,-0.7281302161119941,1,Website,0.15728824072501904,0
C1055,1,Jonathan,Bennett,1972-11-20,M,9,27,1,-0.7281302161119941,1,Website,0.5783085670240781,0
C1056,1,Larry,Wilson,1979-01-19,M,9,11,0,-1.4357397555794327,1,Website,0.40494725619505373,0
C1057,1,Jesse,Garcia,1994-04-17,M,9,25,1,1.3946984022903213,0,Website,0.03345873299000167,1
C1058,1,Rachel,Weaver,2073-06-12,F,5,3,0,-0.020520676644555657,1,Website,-1.9230474892232727,3
C1059,1,Danielle,Davis,1978-06-26,F,9,8,0,0.6870888628228828,0,Website,0.4297131577420572,1
C1060,1,Christian,Evans,1940-12-25,M,9,25,0,1.3946984022903213,0,Agency,1.3708174165281892,1
C1061,1,Stephanie,Smith,2060-06-01,F,8,43,0,-1.4357397555794327,0,Website,-1.6010907691122276,3
C1062,1,Billy,Foster,1975-12-20,M,9,8,0,0.6870888628228828,0,Agency,0.5040108623830677,1
C1063,1,Nicole,Weaver,1988-12-05,F,9,27,1,1.3946984022903213,1,Website,0.1820541422720225,1
C1064,1,Brandon,Pierce,2045-08-06,M,9,8,0,1.3946984022903213,1,Website,-1.2296022459071754,2
C1065,1,Mark,Reyes,2055-01-06,M,9,15,0,-0.020520676644555657,1,Client,-1.47726126137721,3
C1066,1,Ashley,Moore,1941-09-21,F,0,49,0,-1.4357397555794327,0,Website,1.3460515149811858,0
C1067,1,Samuel,Howard,1942-12-24,M,6,19,1,0.6870888628228828,0,Agency,1.3212856134341822,1
C1068,1,Kathleen,Carter,1984-02-10,F,9,8,0,-0.020520676644555657,0,Agency,0.2811177484600364,1
C1069,1,Lawrence,Cox,1992-06-13,M,9,50,0,-0.020520676644555657,1,Agency,0.08299053608400861,1
C1070,1,Virginia,Rogers,1951-06-26,F,5,3,0,1.3946984022903213,0,Agency,1.098392499511151,1
C1071,1,Aaron,Johnson,2066-08-11,M,9,47,0,-0.7281302161119941,0,Agency,-1.7496861783942483,3
C1072,1,Kimberly,Jones,2062-06-10,F,9,48,0,-0.020520676644555657,0,Agency,-1.6506225722062344,3
C1073,1,Carl,Collins,2055-07-02,M,9,8,1,-0.7281302161119941,0,Website,-1.47726126137721,3
C1074,1,George,Foster,2054-07-10,M,8,31,0,-1.4357397555794327,0,Website,-1.4524953598302066,3
C1075,1,Carolyn,Watson,1975-02-17,F,6,2,0,-0.020520676644555657,0,Website,0.5040108623830677,1
C1076,1,Betty,Thompson,1980-10-28,F,9,14,1,-0.020520676644555657,0,Agency,0.3801813546480503,1
C1077,1,Peter,Griffin,1982-03-07,M,9,47,1,-0.7281302161119941,0,Agency,0.33064955155404335,0
C1078,1,Joshua,Howard,1940-07-22,M,9,35,0,-1.4357397555794327,0,Agency,1.3708174165281892,0
C1079,1,Steven,Hayes,1959-06-19,M,9,8,1,0.6870888628228828,1,Website,0.9002652871351232,1
C1080,1,Hannah,Stewart,2056-10-06,F,8,12,1,0.6870888628228828,0,Agency,-1.5020271629242137,2
C1081,0,Meridian,Co,2074-09-08,M,7,32,0,0.6870888628228828,1,Agency,-1.9478133907702762,2
C1082,1,Patricia,Martin,1993-02-04,F,9,37,1,1.3946984022903213,1,Website,0.05822463453700514,1
C1083,1,Pamela,Jackson,2050-10-06,F,9,11,1,0.6870888628228828,0,Agency,-1.3534317536421927,2
C1084,1,Sarah,Hansen,1989-07-27,F,4,18,0,0.6870888628228828,0,Agency,0.15728824072501904,1
C1085,1,Sarah,Flores,1947-10-18,F,0,41,1,-1.4357397555794327,0,Client,1.1974561056991648,0
C1086,1,Timothy,Montgomery,2056-03-01,M,9,11,0,-1.4357397555794327,1,Website,-1.5020271629242137,3
C1087,1,Matthew,Owens,1984-01-03,M,9,11,0,-0.020520676644555657,0,Website,0.2811177484600364,1
C1088,1,Nicholas,Stewart,1998-09-26,M,9,48,0,0.6870888628228828,1,Agency,-0.06560487319801223,1
C1089,1,Madison,Ward,1962-09-17,F,9,48,0,-1.4357397555794327,1,Website,0.8259675824941127,0
C1090,1,Laura,Moore,2062-09-07,F,2,0,0,-0.020520676644555657,1,Client,-1.6506225722062344,3
C1091,1,Arthur,Phillips,1984-07-21,M,9,25,0,-1.4357397555794327,1,Agency,0.2811177484600364,0
C1092,1,Terry,Adams,1996-11-24,M,9,37,1,-0.7281302161119941,0,Website,-0.016073070104005275,0
C1093,1,Adam,Allen,1980-07-13,M,9,37,0,-1.4357397555794327,1,Website,0.3801813546480503,0
C1094,1,Sarah,Cook,2060-02-12,F,9,53,0,-0.7281302161119941,1,Website,-1.6010907691122276,3
C1095,1,Cynthia,Howard,1940-02-26,F,9,8,0,-0.020520676644555657,0,Agency,1.3708174165281892,1
C1096,1,Grace,Edwards,1965-05-20,F,9,27,0,-0.7281302161119941,0,Client,0.7516698778531024,0
C1097,1,Teresa,Pierce,1962-07-16,F,2,0,0,-0.020520676644555657,1,Agency,0.8259675824941127,1
C1098,1,Paul,Young,1976-10-24,M,9,8,1,-0.020520676644555657,0,Client,0.47924496083606416,1
C1099,1,Joan,Scott,1972-06-26,F,9,11,0,-0.020520676644555657,0,Agency,0.5783085670240781,1
C1100,1,Frank,Thomas,1940-05-14,M,7,32,0,-1.4357397555794327,0,Website,1.3708174165281892,0
C1101,1,Matthew,King,2064-01-03,M,1,13,0,1.3946984022903213,0,Website,-1.7001543753002415,2
C1102,0,Harmon,Co,2060-05-06,M,5,4,0,-0.7281302161119941,0,Agency,-1.6010907691122276,3
C1103,1,Jose,Johnson,1961-04-27,M,1,52,0,0.6870888628228828,0,Agency,0.8507334840411163,1
C1104,1,Christian,Weaver,1998-10-15,M,9,48,1,1.3946984022903213,1,Website,-0.06560487319801223,1
C1105,1,Roger,Ward,1940-01-14,M,9,25,0,-0.020520676644555657,1,Website,1.3708174165281892,1
C1106,1,Sean,Martin,1982-05-16,M,9,8,0,-1.4357397555794327,0,Agency,0.33064955155404335,0
C1107,1,Frank,Hayes,1948-01-15,M,2,5,0,-1.4357397555794327,0,Website,1.1726902041521614,0
C1108,1,Helen,Ward,1994-01-12,F,0,44,0,0.6870888628228828,0,Website,0.03345873299000167,1
C1109,1,Rebecca,Anderson,2067-09-05,F,9,8,0,-1.4357397555794327,1,Client,-1.7744520799412518,3
C1110,1,Harold,Watson,1977-05-12,M,9,27,0,1.3946984022903213,1,Website,0.4544790592890607,1
C1111,0,Corvus,Co,1967-01-23,M,9,8,0,0.6870888628228828,1,Website,0.7021380747590954,1
C1112,1,Donald,Green,1982-01-05,M,9,25,1,-0.020520676644555657,1,Website,0.33064955155404335,1
C1113,1,Brenda,Martin,1974-08-18,F,9,47,1,-0.7281302161119941,0,Client,0.5287767639300711,0
C1114,1,Cheryl,Wood,1992-02-04,F,9,8,0,-0.020520676644555657,0,Website,0.08299053608400861,1
C1115,1,Joseph,Bell,1973-10-24,M,9,11,0,-0.020520676644555657,1,Agency,0.5535426654770745,1
C1116,1,Angela,Freeman,1991-12-17,F,9,8,0,-1.4357397555794327,1,Agency,0.10775643763101209,0
C1117,1,Rebecca,Patterson,1955-02-23,F,6,23,0,1.3946984022903213,1,Website,0.9993288933231371,1
C1118,0,Caldera,Co,1969-04-26,M,8,43,1,-0.7281302161119941,1,Website,0.6526062716650884,0
C1119,1,Larry,Green,1941-03-14,M,9,37,0,-1.4357397555794327,1,Website,1.3460515149811858,0
C1120,1,Kathleen,Carter,1979-07-16,F,9,1,0,-1.4357397555794327,0,Website,0.40494725619505373,0
C1121,1,Carolyn,Gray,1985-06-02,F,9,8,0,-1.4357397555794327,0,Client,0.2563518469130329,0
C1122,1,Judith,Evans,2042-10-04,F,9,8,0,0.6870888628228828,0,Website,-1.155304541266165,2
C1123,1,Robert,Pierce,2051-03-11,M,9,50,0,1.3946984022903213,0,Agency,-1.3781976551891963,2
C1124,1,Sharon,Murray,1976-02-04,F,9,37,1,1.3946984022903213,1,Website,0.47924496083606416,1
C1125,1,Ronald,Price,2041-02-03,M,9,37,0,-0.020520676644555657,0,Agency,-1.1305386397191615,3
C1126,0,Elara,Co,1983-02-16,M,9,50,0,-1.4357397555794327,1,Website,0.3058836500070399,0
C1127,1,Ann,Cooper,1943-06-15,F,8,12,1,-1.4357397555794327,0,Website,1.2965197118871787,0
C1128,1,Brian,Montgomery,1983-12-05,M,9,8,1,-1.4357397555794327,0,Website,0.3058836500070399,0
C1129,1,Martha,Hansen,2045-09-03,F,9,11,1,1.3946984022903213,0,Agency,-1.2296022459071754,2
C1130,1,Tiffany,Parker,1987-03-01,F,9,1,0,1.3946984022903213,0,Website,0.20682004381902597,1
C1131,1,Cheryl,Kim,1984-05-28,F,9,8,1,-0.020520676644555657,0,Website,0.2811177484600364,1
C1132,1,Terry,Roberts,1982-01-21,M,9,27,0,-0.7281302161119941,1,Website,0.33064955155404335,0
C1133,1,Jason,Hansen,1993-01-21,M,9,37,1,-0.020520676644555657,0,Website,0.05822463453700514,1
C1134,1,Dorothy,Bennett,2043-10-10,F,9,8,1,-1.4357397555794327,0,Website,-1.1800704428131685,3
C1135,1,Melissa,Phillips,1999-09-22,F,7,24,1,1.3946984022903213,1,Client,-0.09037077474501569,1
C1136,1,Shirley,Weaver,1965-04-27,F,9,8,0,-0.020520676644555657,1,Agency,0.7516698778531024,1
C1137,1,Carol,Price,1986-12-24,F,9,25,0,0.6870888628228828,1,Agency,0.23158594536602944,1
C1138,1,George,Green,1964-08-24,M,9,37,0,-1.4357397555794327,0,Website,0.7764357794001059,0
C1139,1,Tiffany,Green,1996-03-03,F,9,8,0,0.6870888628228828,1,Client,-0.016073070104005275,1
C1140,1,Billy,Jackson,1976-07-01,M,9,14,0,-1.4357397555794327,1,Website,0.47924496083606416,0
C1141,1,Kimberly,Montgomery,2000-01-26,F,9,1,1,-0.020520676644555657,0,Website,-0.11513667629201917,1
C1142,1,Julia,Hughes,2048-03-10,F,9,11,0,-0.7281302161119941,1,Agency,-1.3038999505481859,3
C1143,1,Michael,Garcia,1994-09-10,M,9,1,0,-0.7281302161119941,1,Website,0.03345873299000167,0
C1144,1,Diane,Young,1978-11-10,F,9,15,1,0.6870888628228828,0,Client,0.4297131577420572,1
C1145,1,Ethan,King,1993-04-04,M,9,25,0,1.3946984022903213,0,Website,0.05822463453700514,1
C1146,1,Richard,Weaver,1991-03-14,M,9,8,1,-0.7281302161119941,0,Website,0.10775643763101209,0
C1147,1,Brittany,Edwards,1978-02-09,F,9,48,0,-0.020520676644555657,0,Website,0.4297131577420572,1
C1148,1,Joshua,Rogers,1991-07-15,M,0,26,0,-1.4357397555794327,1,Agency,0.10775643763101209,0
C1149,1,Kimberly,Thomas,1980-03-06,F,7,46,0,-0.020520676644555657,0,Agency,0.3801813546480503,1
C1150,1,Tiffany,Cook,1992-11-08,F,9,25,1,0.6870888628228828,0,Agency,0.08299053608400861,1
C1151,1,Tyler,Anderson,1963-12-14,M,9,1,1,-0.7281302161119941,0,Website,0.8012016809471093,0
C1152,1,Jason,Williams,1977-09-16,M,9,15,0,-1.4357397555794327,0,Website,0.4544790592890607,0
C1153,1,Scott,Sanders,1991-09-14,M,9,8,0,-1.4357397555794327,0,Website,0.10775643763101209,0
C1154,1,Jerry,Brown,2056-07-12,M,9,48,0,1.3946984022903213,1,Agency,-1.5020271629242137,2
C1155,1,William,Young,1977-03-03,M,9,8,0,1.3946984022903213,0,Website,0.4544790592890607,1
C1156,1,Dorothy,Kim,1956-05-16,F,9,50,0,0.6870888628228828,0,Agency,0.9745629917761336,1
C1157,1,Kenneth,Davis,2044-11-02,M,2,0,1,-0.7281302161119941,0,Website,-1.204836344360172,3
C1158,1,Joan,Pierce,1955-05-19,F,9,8,1,-0.7281302161119941,0,Website,0.9993288933231371,0
C1159,1,Gerald,Howard,1940-03-24,M,9,25,1,-1.4357397555794327,1,Website,1.3708174165281892,0
C1160,1,Walter,Griffin,1980-11-21,M,9,14,0,-0.7281302161119941,1,Website,0.3801813546480503,0
C1161,1,Stephen,White,1994-02-12,M,2,0,1,-0.020520676644555657,1,Website,0.03345873299000167,1
C1162,1,Charles,Nelson,1962-01-25,M,9,8,1,-0.7281302161119941,0,Website,0.8259675824941127,0
C1163,1,Noah,Morales,1998-10-26,M,9,8,0,-0.020520676644555657,1,Website,-0.06560487319801223,1
C1164,1,Emma,Watson,2068-04-11,F,1,52,0,-0.020520676644555657,1,Agency,-1.7992179814882552,3
C1165,1,Victoria,Alexander,1994-09-26,F,7,24,0,-1.4357397555794327,0,Website,0.03345873299000167,0
C1166,1,Scott,Hall,1991-11-15,M,9,27,1,-1.4357397555794327,0,Website,0.10775643763101209,0
C1167,1,Kevin,Alexander,1967-12-20,M,8,43,0,-0.020520676644555657,0,Website,0.7021380747590954,1
C1168,1,Brittany,Reyes,1998-12-25,F,5,16,0,-0.7281302161119941,1,Agency,-0.06560487319801223,0
C1169,1,Noah,Bryant,1994-01-05,M,7,42,0,1.3946984022903213,1,Agency,0.03345873299000167,1
C1170,1,Amanda,Collins,1990-02-09,F,9,25,0,-1.4357397555794327,1,Website,0.13252233917801556,0
C1171,1,Anna,Patterson,1984-08-21,F,9,8,1,0.6870888628228828,1,Website,0.2811177484600364,1
C1172,1,Victoria,Freeman,2042-11-05,F,9,25,0,1.3946984022903213,0,Website,-1.155304541266165,2
C1173,1,Cheryl,Price,1984-11-02,F,2,22,1,-1.4357397555794327,0,Website,0.2811177484600364,0
C1174,1,Kenneth,White,1982-07-06,M,9,25,0,-0.7281302161119941,0,Agency,0.33064955155404335,0
C1175,1,Evelyn,Long,1959-09-27,F,9,8,0,-0.7281302161119941,0,Website,0.9002652871351232,0
C1176,1,Lauren,Baker,2075-06-03,F,9,8,1,0.6870888628228828,1,Agency,-1.9725792923172796,2
C1177,1,Larry,Sanders,1998-09-05,M,9,8,1,-0.7281302161119941,0,Agency,-0.06560487319801223,0
C1178,1,Jessica,Richardson,1950-07-16,F,9,8,0,-1.4357397555794327,0,Agency,1.1231584010581543,0
C1179,1,Melissa,Anderson,1991-02-09,F,9,8,0,0.6870888628228828,0,Agency,0.10775643763101209,1
C1180,1,Deborah,Miller,1995-07-11,F,1,7,0,-0.7281302161119941,1,Website,0.008692831442998197,0
C1181,1,Judith,Hansen,1956-03-23,F,9,25,1,1.3946984022903213,0,Website,0.9745629917761336,1
C1182,1,Christopher,Murray,2061-03-11,M,5,3,1,-0.020520676644555657,1,Website,-1.625856670659231,3
C1183,1,Carl,Rogers,1993-11-14,M,9,1,1,-1.4357397555794327,0,Website,0.05822463453700514,0
C1184,1,David,Nelson,1953-04-14,M,4,18,0,-0.7281302161119941,0,Website,1.048860696417144,0
C1185,1,Ronald,Peterson,2000-06-27,M,9,8,0,-0.020520676644555657,0,Website,-0.11513667629201917,1
C1186,1,Victoria,Bennett,1978-06-27,F,9,25,0,-0.020520676644555657,1,Website,0.4297131577420572,1
C1187,1,Melissa,Pierce,1962-03-18,F,9,25,0,0.6870888628228828,0,Website,0.8259675824941127,1
C1188,1,Matthew,White,1995-11-01,M,2,0,0,-1.4357397555794327,0,Client,0.008692831442998197,0
C1189,1,Peter,Alexander,1963-01-22,M,9,14,0,-0.7281302161119941,1,Client,0.8012016809471093,0
C1190,1,Sandra,Baker,2046-08-04,F,9,47,0,0.6870888628228828,0,Client,-1.2543681474541788,2
C1191,1,Mary,Cox,1950-04-17,F,9,8,1,-0.020520676644555657,0,Website,1.1231584010581543,1
C1192,1,Adam,Jones,2000-01-05,M,9,14,0,1.3946984022903213,0,Website,-0.11513667629201917,1
C1193,1,Amy,Owens,1975-04-20,F,8,12,0,-1.4357397555794327,0,Website,0.5040108623830677,0
C1194,1,Melissa,Brooks,1943-06-17,F,9,11,0,-1.4357397555794327,0,Website,1.2965197118871787,0
C1195,1,Anna,Pierce,1990-06-07,F,9,8,0,0.6870888628228828,1,Agency,0.13252233917801556,1
C1196,1,William,Freeman,2055-09-03,M,9,25,0,-0.7281302161119941,0,Agency,-1.47726126137721,3
C1197,1,Deborah,Roberts,2059-04-10,F,9,1,0,0.6870888628228828,0,Website,-1.576324867565224,2
C1198,1,Lisa,Young,1960-01-21,F,9,27,0,-1.4357397555794327,0,Agency,0.8754993855881197,0
C1199,1,Justin,Campbell,2043-03-03,M,9,11,0,-0.7281302161119941,0,Website,-1.1800704428131685,3
C1200,1,Henry,Taylor,2069-11-03,M,9,48,0,0.6870888628228828,0,Agency,-1.8239838830352588,2
C1201,1,Timothy,Stewart,2000-03-22,M,9,37,1,-1.4357397555794327,1,Website,-0.11513667629201917,0
C1202,0,Telnox,Co,1985-05-09,M,2,40,1,1.3946984022903213,1,Website,0.2563518469130329,1
C1203,1,Ashley,Green,1962-01-18,F,9,1,0,-0.7281302161119941,1,Website,0.8259675824941127,0
C1204,1,William,Reed,1992-04-03,M,6,39,1,-0.7281302161119941,1,Website,0.08299053608400861,0
C1205,1,Patrick,Pierce,1959-05-15,M,1,13,0,0.6870888628228828,0,Website,0.9002652871351232,1
C1206,1,Melissa,Baker,2057-12-09,F,9,8,1,1.3946984022903213,0,Website,-1.526793064471217,2
C1207,1,Lauren,Price,1973-10-24,F,9,47,0,1.3946984022903213,1,Agency,0.5535426654770745,1
C1208,1,Noah,Ward,1977-11-27,M,9,11,0,-1.4357397555794327,0,Website,0.4544790592890607,0
C1209,1,Tiffany,Kim,1978-07-01,F,9,8,0,0.6870888628228828,1,Website,0.4297131577420572,1
C1210,1,Dennis,Cox,1991-06-04,M,9,8,1,-1.4357397555794327,0,Website,0.10775643763101209,0
C1211,1,Kathleen,Owens,1996-07-10,F,2,5,0,1.3946984022903213,1,Website,-0.016073070104005275,1
C1212,1,Lawrence,Gray,2057-07-11,M,9,8,0,-1.4357397555794327,0,Agency,-1.526793064471217,3
C1213,1,Ruth,Martin,1993-08-06,F,2,22,0,1.3946984022903213,0,Website,0.05822463453700514,1
C1214,1,Jennifer,Peterson,2000-08-10,F,9,14,0,-1.4357397555794327,0,Agency,-0.11513667629201917,0
C1215,1,Charles,Patterson,1994-07-24,M,9,8,0,-0.020520676644555657,0,Website,0.03345873299000167,1
C1216,1,Martha,Jordan,1997-07-10,F,4,28,0,0.6870888628228828,0,Website,-0.04083897165100875,1
C1217,1,William,Carter,1997-01-05,M,9,8,1,0.6870888628228828,1,Website,-0.04083897165100875,1
C1218,1,Teresa,Smith,1941-12-28,F,9,8,0,-1.4357397555794327,1,Website,1.3460515149811858,0
C1219,1,Danielle,Howard,1983-12-06,F,9,1,0,-1.4357397555794327,1,Website,0.3058836500070399,0
C1220,1,Christina,Martin,2067-09-08,F,9,11,1,0.6870888628228828,1,Website,-1.7744520799412518,2
C1221,1,Cynthia,Thomas,1984-05-23,F,9,25,1,-0.7281302161119941,0,Agency,0.2811177484600364,0
C1222,1,Christopher,Taylor,2069-01-07,M,9,48,0,0.6870888628228828,0,Website,-1.8239838830352588,2
C1223,1,Sharon,Stone,1952-09-17,F,9,53,0,0.6870888628228828,0,Website,1.0736265979641475,1
C1224,1,Paul,Carter,1942-06-13,M,9,27,1,1.3946984022903213,1,Client,1.3212856134341822,1
C1225,1,Larry,James,1990-11-10,M,9,37,0,-0.7281302161119941,0,Website,0.13252233917801556,0
C1226,1,Michael,Sanders,1989-05-01,M,9,48,0,0.6870888628228828,0,Website,0.15728824072501904,1
C1227,1,Alexander,Reyes,1987-03-13,M,9,11,0,-0.020520676644555657,1,Agency,0.20682004381902597,1
C1228,1,Joseph,Howard,2054-07-07,M,9,8,0,-0.7281302161119941,0,Website,-1.4524953598302066,3
C1229,1,Madison,Reyes,1994-11-02,F,8,43,0,-1.4357397555794327,1,Website,0.03345873299000167,0
C1230,1,Lawrence,Parker,1985-02-18,M,9,8,0,1.3946984022903213,0,Client,0.2563518469130329,1
C1231,1,Betty,Carter,2054-12-09,F,9,8,0,-0.7281302161119941,0,Agency,-1.4524953598302066,3
C1232,1,Mary,Jackson,1989-09-23,F,2,5,0,-0.020520676644555657,0,Website,0.15728824072501904,1
C1233,1,Brian,Scott,1979-08-05,M,9,48,0,0.6870888628228828,0,Website,0.40494725619505373,1
C1234,1,Karen,King,1957-01-20,F,9,11,1,-1.4357397555794327,0,Website,0.9497970902291302,0
C1235,1,Michael,Morales,1957-05-27,M,9,1,0,-0.7281302161119941,0,Website,0.9497970902291302,0
C1236,1,Brandon,Cook,1972-08-24,M,9,1,0,0.6870888628228828,1,Website,0.5783085670240781,1
C1237,1,Helen,Cook,1943-09-25,F,8,51,1,0.6870888628228828,1,Website,1.2965197118871787,1
C1238,1,Joshua,Bennett,1946-04-22,M,9,25,0,-1.4357397555794327,1,Agency,1.2222220072461683,0
C1239,1,Catherine,Adams,2053-02-07,F,9,37,0,-0.020520676644555657,0,Agency,-1.4277294582832032,3
C1240,1,Gloria,Wright,1984-11-12,F,9,25,1,0.6870888628228828,1,Website,0.2811177484600364,1
C1241,1,Danielle,Martin,1973-08-19,F,9,8,0,-1.4357397555794327,0,Agency,0.5535426654770745,0
C1242,1,Gerald,Collins,1961-09-22,M,9,8,0,-0.020520676644555657,1,Website,0.8507334840411163,1
C1243,1,Jeffrey,Edwards,2048-10-04,M,9,11,0,-1.4357397555794327,0,Website,-1.3038999505481859,3
C1244,1,Joseph,Phillips,1992-06-10,M,9,48,1,1.3946984022903213,1,Website,0.08299053608400861,1
C1245,1,Edward,Reyes,2063-02-10,M,9,8,0,-0.020520676644555657,1,Agency,-1.6753884737532379,3
C1246,1,Joyce,Jackson,2043-05-10,F,2,0,0,-0.7281302161119941,0,Agency,-1.1800704428131685,3
C1247,1,Judy,Moore,2057-04-09,F,9,25,1,-0.7281302161119941,0,Website,-1.526793064471217,3
C1248,1,Sara,Scott,1976-07-04,F,9,1,0,-0.020520676644555657,0,Agency,0.47924496083606416,1
